Bal,Low Vre,Solar,Wind
33.44,19.6438984,32.86934247,31.77414155
30.06,16.8338984,31.97934247,28.37414155
27.12,15.0938984,29.25934247,25.05414155
25.61,13.7338984,26.97934247,23.86414155
24.77,12.5038984,25.15934247,23.10414155
24.32,12.1338984,24.17934247,23.88414155
26.23,12.4938984,26.54934247,25.52414155
27.96,13.5638984,28.94934247,26.64414155
29.18,16.2738984,27.86934247,28.84414155
28.65,19.0738984,23.82934247,28.63414155
28.32,21.4738984,22.29934247,29.91414155
28.39,25.5338984,22.97934247,30.88414155
28.59,28.2838984,20.36934247,33.12414155
29.51,31.6338984,23.31934247,34.63414155
30.51,34.4238984,21.73934247,33.52414155
33.54,34.3838984,21.57934247,37.21414155
34.86,34.6238984,27.39934247,37.03414155
37.59,34.1938984,27.56934247,38.37414155
40.45,34.9038984,38.04934247,40.63414155
43.64,34.9538984,42.48934247,42.24414155
43.62,34.6238984,43.45934247,43.59414155
40.34,33.0138984,44.57934247,39.46414155
41.39,30.6238984,43.69934247,37.73414155
37.63,28.4838984,40.59934247,35.50414155
34.65,23.5338984,34.93934247,33.37414155
30.29,17.2938984,32.22934247,29.22414155
27.67,14.7938984,29.17934247,26.46414155
26.98,13.4838984,26.97934247,25.40414155
27.33,13.1038984,28.52934247,26.76414155
26.89,12.8038984,26.81934247,26.25414155
27.18,12.5038984,27.50934247,26.25414155
27.9,13.0138984,26.94934247,26.95414155
23.82,14.0338984,22.74934247,26.39414155
23.02,15.3038984,1.289342466,25.13414155
21.73,17.4938984,0.559342466,25.07414155
20.23,20.8838984,0.559342466,27.21414155
20.11,25.8338984,0.559342466,29.43414155
12.36,28.8438984,0.559342466,29.18414155
21.82,31.1538984,0.639342466,33.43414155
24.63,32.4138984,1.559342466,34.07414155
25.91,32.5338984,3.449342466,37.00414155
27.26,32.5338984,3.499342466,35.32414155
38.94,35.4338984,16.39934247,39.87414155
42.76,34.9938984,28.98934247,43.79414155
42.75,34.4638984,42.32934247,42.27414155
41.19,32.6138984,44.54934247,38.98414155
38.42,31.2638984,41.28934247,38.02414155
39.09,29.6038984,40.56934247,37.22414155
34.29,23.5338984,33.94934247,33.87414155
31.02,16.8238984,31.02934247,30.60414155
29.6,15.4438984,30.68934247,29.27414155
28.86,13.7338984,28.52934247,27.52414155
27.05,12.7638984,27.28934247,26.06414155
26.43,13.0938984,26.75934247,25.57414155
25.59,12.5038984,25.46934247,25.23414155
23.9,12.5238984,23.81934247,24.07414155
22.83,12.9438984,21.88934247,25.20414155
23.64,14.7138984,19.50934247,25.52414155
22.67,16.3938984,1.299342466,26.17414155
23.62,19.6938984,1.189342466,27.18414155
24.62,21.7138984,1.619342466,27.52414155
26.13,25.6838984,5.879342466,28.75414155
27.94,29.7838984,15.25934247,29.13414155
28.63,32.5338984,20.45934247,29.13414155
30.31,33.1938984,25.00934247,30.88414155
31.44,33.5838984,29.51934247,31.64414155
33.15,33.1038984,32.47934247,33.88414155
35.52,33.1538984,34.37934247,37.56414155
38.61,33.0038984,38.98934247,39.09414155
40.58,32.6438984,40.77934247,39.70414155
40.03,31.4638984,39.89934247,39.14414155
39.14,26.9638984,39.18934247,38.63414155
33.93,20.1738984,34.21934247,33.22414155
31.37,16.6438984,32.20934247,29.97414155
29.6,15.0438984,30.88934247,27.55414155
26.7,13.0538984,28.53934247,25.02414155
24.24,12.3838984,26.33934247,26.61414155
25.59,12.3638984,26.33934247,27.52414155
26.7,13.6538984,28.16934247,24.99414155
25.7,14.6638984,25.53934247,25.17414155
25.26,17.7938984,22.81934247,29.86414155
24.29,21.8238984,13.60934247,30.64414155
20.4,25.8738984,14.24934247,30.75414155
15.31,33.0538984,6.529342466,31.08414155
15.63,36.4538984,6.739342466,31.84414155
16.38,35.3338984,13.65934247,34.05414155
15.8,36.8338984,14.10934247,31.71414155
17.53,36.8038984,15.50934247,29.64414155
18.41,37.1938984,18.00934247,36.60414155
35.13,37.6238984,19.17934247,39.35414155
40.06,39.2538984,28.13934247,40.11414155
46.77,38.9938984,42.30934247,41.72414155
47.76,36.1138984,49.46934247,42.96414155
47.7,35.9038984,48.99934247,45.43414155
44.98,35.2838984,47.46934247,42.67414155
39.88,33.4338984,42.58934247,38.06414155
34.22,25.9938984,34.37934247,31.42414155
30.54,17.3338984,32.39934247,27.33414155
25.97,15.2338984,29.18934247,22.05414155
23.27,13.6638984,25.18934247,13.03414155
25.31,12.8338984,25.67934247,17.28414155
24.36,12.7638984,25.07934247,15.96414155
22.61,12.7738984,26.33934247,20.95414155
24.47,13.7838984,25.22934247,23.63414155
26.55,17.0238984,23.08934247,28.12414155
27.03,20.0738984,13.81934247,30.83414155
24.43,23.4238984,13.13934247,30.93414155
27.03,28.0338984,13.77934247,32.40414155
21.36,31.5838984,6.509342466,32.87414155
16.57,33.9338984,6.949342466,35.17414155
17.1,35.6038984,7.149342466,34.41414155
16.6,36.8738984,7.609342466,35.41414155
19,37.4338984,17.28934247,35.53414155
21.8,36.8638984,16.88934247,36.14414155
34.1,37.0038984,19.85934247,36.95414155
38.22,36.5538984,36.21934247,36.32414155
38.4,36.2538984,39.36934247,35.35414155
36.95,31.0538984,40.86934247,34.69414155
36.36,30.5138984,38.67934247,33.58414155
31.73,30.8538984,34.36934247,27.61414155
21.76,22.6138984,29.92934247,18.16414155
16.46,16.0138984,19.74934247,16.04414155
15.3,12.8938984,15.02934247,15.32414155
15.62,12.4338984,15.30934247,15.42414155
14.54,12.4538984,14.17934247,8.234141553
8.81,11.2038984,14.01934247,7.024141553
13.07,12.3738984,15.24934247,14.40414155
15.22,13.8038984,17.00934247,14.19414155
23.84,16.5938984,23.87934247,23.78414155
26.57,19.6138984,25.37934247,26.52414155
28.35,22.9338984,15.96934247,27.71414155
28.76,26.4138984,17.43934247,29.45414155
20.14,27.1538984,18.43934247,29.32414155
17.38,29.7538984,16.87934247,29.00414155
17.65,29.0238984,15.53934247,25.94414155
15.17,29.8438984,13.44934247,22.03414155
14.98,30.2238984,12.84934247,17.58414155
16.36,30.4838984,15.09934247,28.33414155
29.78,30.7538984,27.60934247,29.44414155
32.87,30.7538984,33.83934247,30.45414155
37.31,30.4438984,37.46934247,34.68414155
38.18,29.2638984,38.89934247,35.97414155
36.55,26.5438984,37.69934247,33.51414155
36.83,24.4838984,38.09934247,30.23414155
20.34,18.1438984,28.35934247,16.64414155
16.67,14.2738984,19.94934247,16.55414155
13.66,13.7638984,13.77934247,13.62414155
13.2,12.6038984,12.92934247,13.04414155
12.79,11.2438984,12.51934247,7.294141553
9.07,10.9938984,12.37934247,7.294141553
5.71,10.8838984,12.88934247,5.564141553
6.41,12.5838984,12.72934247,6.274141553
8.71,16.3738984,8.259342466,8.564141553
15.76,19.2538984,4.639342466,22.92414155
18.55,23.1238984,2.739342466,26.46414155
14.88,27.5838984,2.739342466,27.56414155
16.48,25.2038984,2.739342466,30.31414155
15.28,28.5038984,5.999342466,30.95414155
15.57,30.1738984,5.949342466,33.31414155
15.75,31.2638984,6.819342466,34.79414155
17.69,31.9238984,7.089342466,31.80414155
31.16,33.4938984,14.72934247,34.49414155
32.25,33.8038984,19.39934247,34.86414155
34.98,33.6538984,30.95934247,33.07414155
37.39,32.9638984,37.76934247,34.62414155
36.55,32.0438984,38.46934247,23.90414155
25.62,29.3438984,35.33934247,20.11414155
33.13,23.0138984,37.81934247,20.11414155
16.95,17.4738984,26.33934247,20.28414155
16,14.4538984,19.03934247,17.06414155
15.32,12.6638984,17.93934247,16.14414155
14.63,12.2038984,14.26934247,12.86414155
14.49,10.4538984,15.87934247,12.85414155
13.09,9.893898402,16.77934247,13.26414155
11.76,10.2038984,16.15934247,13.16414155
20.82,11.2638984,24.21934247,16.93414155
24.74,15.4938984,24.10934247,26.32414155
26.15,18.6838984,24.42934247,26.72414155
25.54,22.1138984,20.51934247,26.66414155
27.35,25.1238984,22.29934247,28.49414155
25.2,25.6138984,22.11934247,27.96414155
25.52,27.6238984,21.16934247,27.05414155
14.66,29.2638984,13.50934247,24.64414155
20.52,31.0238984,13.41934247,20.85414155
24.12,31.6638984,13.98934247,21.53414155
21.86,31.6638984,16.24934247,18.61414155
31.29,32.1938984,22.65934247,35.63414155
22.67,31.8138984,22.74934247,21.77414155
38.98,31.0238984,39.51934247,37.63414155
38.57,28.4638984,39.52934247,36.62414155
37.8,25.2738984,37.96934247,35.33414155
35.18,28.5738984,36.49934247,32.67414155
26.2,16.9938984,28.91934247,17.03414155
18.54,14.7438984,25.21934247,15.28414155
14.31,12.4538984,21.67934247,14.26414155
13.09,10.4538984,16.47934247,13.18414155
12.96,11.4738984,15.68934247,12.83414155
12.8,10.4538984,18.95934247,13.48414155
21.79,10.4538984,23.24934247,13.84414155
22.61,9.973898402,24.09934247,23.97414155
23.7,11.6038984,23.11934247,23.48414155
23.22,13.1538984,18.11934247,24.37414155
18.42,15.5638984,10.92934247,24.78414155
19.63,17.4038984,11.30934247,26.72414155
25.18,21.2738984,11.11934247,28.38414155
18.4,22.5738984,14.83934247,31.98414155
18.03,23.5338984,14.65934247,29.20414155
20.55,25.1538984,15.77934247,28.16414155
22.5,25.4238984,16.36934247,20.49414155
19.08,26.1338984,15.58934247,31.05414155
36.8,26.9838984,20.68934247,35.98414155
35.8,27.8538984,20.65934247,35.39414155
36.73,27.6638984,36.23934247,36.26414155
36.01,23.6738984,36.40934247,33.34414155
33.91,21.8738984,35.04934247,31.91414155
33.55,21.1038984,35.77934247,32.45414155
32.87,16.5938984,33.32934247,31.21414155
30.88,15.6238984,30.84934247,29.47414155
29.69,12.7938984,29.63934247,28.81414155
26.57,12.8738984,27.60934247,25.63414155
24.86,11.1138984,25.27934247,24.09414155
22.79,11.2838984,22.85934247,22.88414155
21.71,10.1938984,21.47934247,20.83414155
19.06,10.1138984,18.63934247,17.45414155
12.48,11.0638984,9.729342466,16.16414155
10.99,12.3138984,1.299342466,20.79414155
15.3,14.9938984,1.189342466,24.02414155
11.87,18.4438984,0.679342466,24.18414155
13.32,20.8638984,0.919342466,24.55414155
14.06,25.7238984,3.119342466,25.30414155
15.61,30.9038984,3.119342466,27.51414155
15.79,35.4938984,4.729342466,27.84414155
15.46,38.8438984,6.249342466,27.73414155
16.44,39.5638984,13.10934247,25.12414155
18.51,39.5638984,15.46934247,26.81414155
29.43,39.7338984,19.89934247,28.11414155
32.49,37.3438984,32.91934247,31.70414155
38.44,35.7538984,44.06934247,30.11414155
30.73,33.1838984,31.45934247,20.69414155
30.34,32.1438984,32.80934247,20.52414155
21.67,24.6238984,29.76934247,18.01414155
16.52,16.0638984,26.43934247,16.25414155
15.78,13.2638984,24.43934247,15.55414155
14.75,13.0438984,25.11934247,14.36414155
14.54,12.3538984,17.50934247,14.12414155
14.63,12.2838984,17.64934247,14.33414155
14.63,12.2038984,22.42934247,14.21414155
21.92,12.6038984,25.07934247,17.29414155
31.95,17.9838984,32.53934247,31.45414155
31.68,22.0538984,31.92934247,31.98414155
32.36,28.7538984,31.32934247,34.29414155
35.15,41.0538984,32.56934247,35.43414155
34.53,46.3338984,22.44934247,38.55414155
22.28,45.7338984,19.26934247,32.45414155
21.01,47.0638984,20.82934247,24.96414155
21.19,48.1938984,18.34934247,25.57414155
21.61,50.5338984,21.44934247,29.60414155
22.97,51.4838984,22.67934247,39.20414155
48.66,51.5938984,34.63934247,50.61414155
53.45,51.3438984,52.59934247,48.81414155
58.13,51.5538984,58.58934247,55.39414155
51.95,47.5238984,57.29934247,51.53414155
47.94,44.7038984,52.24934247,45.84414155
45.73,43.2338984,52.22934247,43.89414155
43.42,30.8438984,44.94934247,42.75414155
29.78,23.7038984,31.25934247,27.86414155
30.61,18.5638984,31.44934247,30.96414155
28.84,15.1138984,28.44934247,28.39414155
29.99,13.5138984,29.33934247,29.57414155
29.56,12.8938984,29.84934247,29.24414155
29.69,13.5338984,30.51934247,29.32414155
30.98,14.9938984,30.61934247,30.59414155
32.12,18.3038984,31.58934247,31.97414155
31.58,21.0738984,28.29934247,34.36414155
31.61,27.8538984,27.66934247,35.11414155
33.76,37.6138984,29.39934247,37.54414155
36.34,43.5238984,28.86934247,39.42414155
39.95,50.4238984,32.36934247,44.78414155
43.48,50.8838984,27.96934247,48.98414155
49.48,52.5438984,37.54934247,52.36414155
51.5,53.4338984,44.09934247,60.63414155
54.06,53.6538984,45.12934247,59.77414155
61.35,52.9538984,61.82934247,59.49414155
62.3,52.2138984,62.33934247,61.61414155
65.05,50.9438984,65.46934247,59.04414155
62.83,48.2638984,63.01934247,56.33414155
55.77,48.2238984,57.56934247,54.26414155
55.58,46.2438984,56.61934247,53.71414155
45.09,33.9338984,47.52934247,43.16414155
34.89,23.8338984,37.48934247,33.16414155
32.5,19.3038984,33.43934247,30.74414155
30.98,15.4938984,31.17934247,28.89414155
30.41,14.1938984,30.22934247,28.78414155
29.9,13.4038984,29.64934247,29.25414155
29.67,13.4138984,29.64934247,29.24414155
29.99,14.2938984,29.33934247,28.92414155
32.15,18.3438984,31.58934247,30.93414155
34.54,21.0438984,34.04934247,33.52414155
34.71,26.1638984,31.64934247,35.80414155
34.01,34.1738984,18.35934247,35.99414155
37.96,42.9238984,20.73934247,36.12414155
36.23,50.2138984,21.26934247,38.37414155
37.44,48.4038984,23.49934247,39.86414155
41.41,52.2238984,24.74934247,43.86414155
43.62,52.5038984,30.18934247,46.87414155
47.68,52.9938984,37.13934247,54.36414155
52.04,53.7138984,49.48934247,56.75414155
59.69,53.4938984,55.17934247,59.44414155
62.72,51.6538984,57.44934247,56.82414155
65.18,49.7638984,64.66934247,62.50414155
62.89,48.5638984,60.77934247,59.61414155
59.7,44.9438984,59.95934247,57.02414155
43.94,31.9438984,44.84934247,43.01414155
36.94,23.4938984,37.45934247,33.36414155
32.08,18.6438984,31.95934247,30.25414155
30.34,15.0838984,30.23934247,28.04414155
29.52,12.9938984,29.09934247,28.22414155
28.97,12.6738984,28.46934247,27.80414155
28.9,13.3238984,29.18934247,27.92414155
29.9,14.2838984,28.53934247,27.99414155
30.48,18.1638984,30.13934247,29.01414155
31.53,20.4238984,30.06934247,31.28414155
31.62,24.6938984,26.80934247,31.09414155
31.71,29.1638984,27.63934247,33.75414155
32.62,39.6738984,22.49934247,35.66414155
34.81,43.8238984,27.53934247,35.91414155
37.41,46.3538984,34.70934247,39.21414155
40.01,47.9238984,39.28934247,45.80414155
46.96,48.4738984,44.49934247,46.64414155
54.16,48.0938984,52.40934247,56.52414155
56.91,47.8838984,54.15934247,55.70414155
58.03,45.8738984,57.74934247,56.80414155
53.01,45.4838984,57.43934247,48.92414155
48.78,44.1238984,52.53934247,46.63414155
48.86,41.1238984,48.38934247,42.78414155
48.78,36.5038984,46.68934247,42.18414155
42.21,29.4738984,42.36934247,34.86414155
30.96,20.0738984,33.34934247,29.15414155
26.7,18.7338984,27.92934247,25.21414155
26.44,14.9138984,28.31934247,24.06414155
27.34,13.9638984,28.49934247,26.49414155
28.9,13.0738984,27.19934247,25.14414155
27.04,13.2038984,26.18934247,27.08414155
28.91,14.6238984,28.45934247,27.91414155
30.21,16.6338984,29.27934247,29.85414155
31.42,20.3938984,31.03934247,30.88414155
32.05,25.7338984,31.23934247,31.53414155
33.72,32.3138984,33.62934247,33.90414155
36.82,36.9538984,36.57934247,35.84414155
38.82,42.1038984,38.50934247,38.42414155
42.34,42.3138984,42.20934247,42.29414155
41.38,42.3138984,40.88934247,43.64414155
41.61,42.7438984,40.38934247,43.68414155
47.06,42.7938984,46.86934247,53.27414155
45.02,41.1838984,43.58934247,42.99414155
45.1,39.9538984,48.73934247,41.65414155
45.28,39.9138984,49.65934247,40.17414155
44.79,37.8038984,46.37934247,40.25414155
43.42,34.7938984,44.92934247,40.20414155
42.2,32.1738984,42.02934247,35.31414155
31.23,28.6238984,38.31934247,21.14414155
20.86,17.3438984,28.94934247,17.24414155
15.94,14.2638984,24.89934247,15.59414155
14.97,13.7638984,20.09934247,14.60414155
14.62,13.2338984,17.31934247,14.20414155
14.29,12.6738984,16.99934247,13.87414155
14.13,12.2338984,16.78934247,13.74414155
13.72,12.1938984,23.49934247,13.26414155
14.13,12.4638984,13.33934247,13.68414155
13.57,14.3638984,13.22934247,13.23414155
24.39,16.0038984,20.06934247,25.12414155
23.17,20.3838984,13.13934247,24.87414155
26.23,23.7938984,14.08934247,27.68414155
26.53,27.5538984,14.40934247,27.76414155
26.68,30.3138984,14.29934247,28.50414155
29.15,33.0338984,19.65934247,29.48414155
31.56,34.0038984,30.75934247,31.19414155
33.71,34.0038984,33.87934247,33.85414155
38,34.6038984,37.58934247,37.48414155
42.6,34.2738984,42.92934247,41.92414155
44.05,33.6138984,45.11934247,43.63414155
43.05,33.0338984,46.35934247,39.72414155
40.07,29.9938984,46.14934247,38.81414155
39.46,29.6838984,43.76934247,35.85414155
35.86,26.0338984,38.17934247,34.21414155
31.29,17.5138984,32.58934247,29.76414155
27.48,15.3638984,29.19934247,15.81414155
26.25,13.2638984,28.80934247,18.78414155
25.55,12.6638984,26.96934247,20.83414155
27.77,13.1038984,27.40934247,24.86414155
25.48,12.5038984,27.20934247,24.89414155
24.24,12.2838984,24.41934247,23.80414155
24.56,12.5338984,24.15934247,24.54414155
24.37,14.3438984,23.85934247,24.72414155
27.08,15.7538984,24.66934247,26.96414155
25.87,19.7838984,14.97934247,28.58414155
25.61,25.5838984,14.17934247,28.59414155
16.59,30.4838984,16.29934247,28.83414155
21.39,32.4238984,16.68934247,31.00414155
22.15,32.7038984,16.81934247,32.64414155
31.91,34.0638984,16.78934247,32.98414155
32.55,34.0638984,16.51934247,33.47414155
34.61,34.1038984,33.98934247,35.85414155
39,32.7338984,38.69934247,42.33414155
43.39,33.2938984,43.78934247,43.68414155
44.74,31.7138984,45.86934247,44.45414155
44.35,29.9738984,45.70934247,43.92414155
42.15,28.6138984,44.91934247,40.67414155
38.37,26.2838984,38.01934247,35.82414155
32.93,18.9638984,33.21934247,31.32414155
29.69,14.2338984,29.74934247,29.14414155
26.27,13.3838984,28.20934247,25.70414155
24.98,12.5438984,24.94934247,24.26414155
25.33,12.5438984,25.29934247,24.71414155
25.58,12.5738984,25.90934247,24.75414155
27.95,14.0538984,28.26934247,27.68414155
30.21,17.3038984,29.79934247,30.24414155
30.36,19.6738984,26.71934247,30.42414155
31.21,23.8338984,16.41934247,32.08414155
28.81,27.8638984,15.23934247,33.16414155
21.19,33.5238984,15.30934247,32.95414155
16.52,35.6638984,15.29934247,31.27414155
17.74,37.0538984,16.07934247,33.56414155
24.18,37.2238984,17.14934247,34.44414155
31.32,37.2238984,19.10934247,36.29414155
26.25,39.0938984,21.06934247,35.03414155
37.84,37.3938984,37.02934247,37.34414155
42.69,36.4538984,41.58934247,41.69414155
41.43,37.4738984,44.83934247,39.36414155
43.42,35.0038984,45.70934247,40.46414155
42.64,34.8938984,44.78934247,39.97414155
38.58,33.2938984,42.36934247,37.21414155
34.87,28.5338984,38.12934247,32.58414155
32.93,18.7538984,32.94934247,31.56414155
24.98,12.7038984,25.40934247,13.73414155
25.31,11.8038984,25.05934247,23.55414155
21.06,11.2738984,23.02934247,13.44414155
19.64,10.5638984,21.97934247,16.63414155
22.02,10.5638984,22.13934247,21.32414155
22.64,11.5338984,22.53934247,20.74414155
22.61,14.2038984,21.48934247,25.85414155
23.5,16.5938984,10.09934247,25.21414155
20.62,19.0138984,12.12934247,27.62414155
16.25,21.2438984,12.43934247,27.87414155
13.86,23.8438984,9.219342466,14.71414155
16.16,26.1638984,6.389342466,26.56414155
17.72,27.8838984,7.419342466,28.07414155
16.43,28.8638984,10.54934247,17.79414155
17.61,28.5138984,15.93934247,29.42414155
17.69,32.4638984,15.66934247,23.16414155
33.11,33.7238984,30.76934247,33.84414155
36.95,31.3338984,34.26934247,33.72414155
38.37,30.8238984,38.99934247,36.17414155
37.95,28.0438984,38.88934247,36.87414155
36.63,27.5738984,38.68934247,35.72414155
34.94,25.4238984,36.43934247,34.47414155
28.15,18.1738984,29.92934247,27.05414155
22.47,14.3238984,26.48934247,15.98414155
15.32,13.3238984,21.13934247,14.90414155
13.33,12.2238984,18.13934247,12.79414155
13.59,10.5638984,17.88934247,12.81414155
13.29,9.713898402,20.04934247,11.90414155
10.76,9.713898402,14.37934247,10.34414155
11.15,11.7438984,12.72934247,12.46414155
12.68,14.4738984,11.80934247,14.62414155
18.66,18.0038984,12.16934247,25.01414155
13.35,19.6338984,8.679342466,25.99414155
14.77,21.4638984,6.129342466,24.16414155
14.93,25.2038984,6.009342466,15.12414155
15.99,29.4038984,6.439342466,16.17414155
14.56,32.0538984,10.03934247,20.78414155
15.04,33.5338984,14.46934247,26.33414155
16.68,36.1038984,13.54934247,30.72414155
28.31,34.7038984,16.48934247,33.43414155
38.39,34.9538984,29.38934247,34.61414155
35.1,37.3438984,34.36934247,34.33414155
35.83,35.1938984,38.99934247,32.67414155
32.54,30.8838984,35.29934247,20.34414155
27.26,27.9738984,32.51934247,23.60414155
23.23,25.8238984,34.04934247,23.50414155
16.8,18.2038984,27.33934247,16.52414155
14.98,14.5238984,21.65934247,14.98414155
13.45,12.7638984,16.58934247,13.66414155
14.87,13.6938984,15.39934247,14.73414155
13.52,11.5538984,14.26934247,13.46414155
12.33,11.0638984,12.62934247,12.54414155
12.67,10.7938984,12.43934247,12.68414155
13.09,11.6538984,13.90934247,13.03414155
13.54,13.9438984,13.22934247,13.62414155
12.66,15.7238984,10.75934247,15.00414155
13.97,16.6638984,11.21934247,14.65414155
14.81,19.5938984,11.13934247,14.77414155
14.61,21.4638984,12.71934247,16.35414155
16.39,24.5938984,15.07934247,16.61414155
16.48,27.9738984,15.79934247,16.31414155
16.87,28.4438984,16.14934247,17.12414155
16.74,32.1238984,14.62934247,17.14414155
18.7,29.4538984,17.94934247,19.89414155
21.37,30.4738984,20.84934247,20.95414155
21.49,31.1038984,21.07934247,21.79414155
35.7,29.8838984,38.41934247,23.29414155
37.53,28.2938984,38.75934247,26.66414155
34.38,25.5938984,35.89934247,20.68414155
34.13,23.8138984,35.60934247,31.85414155
30.89,16.5938984,32.53934247,21.86414155
29.37,14.5538984,30.43934247,17.09414155
20.91,12.4338984,25.57934247,16.00414155
19.62,10.5638984,23.19934247,15.83414155
17.86,9.143898402,20.88934247,14.52414155
18.37,8.883898402,19.84934247,14.36414155
22.54,8.633898402,22.43934247,22.26414155
23.55,9.303898402,23.52934247,23.13414155
26.83,12.5038984,24.60934247,26.69414155
26.52,15.7238984,17.15934247,28.61414155
25.47,18.4538984,13.47934247,30.64414155
27.02,21.3238984,14.71934247,31.09414155
27.61,25.2238984,15.95934247,31.31414155
22.58,28.9338984,16.07934247,31.47414155
18.57,33.4338984,17.14934247,35.65414155
28.31,33.6438984,16.82934247,36.27414155
31.82,36.0438984,17.59934247,34.64414155
34.58,36.7638984,26.94934247,36.33414155
36.58,36.4838984,34.88934247,38.25414155
40.45,36.5738984,40.12934247,45.08414155
40.62,34.2538984,41.18934247,37.80414155
39.54,29.4738984,39.71934247,35.24414155
35.11,27.9738984,38.32934247,34.98414155
35.69,26.2038984,35.22934247,32.18414155
25.19,18.4338984,28.08934247,17.45414155
26.63,15.9438984,27.34934247,18.65414155
20.8,13.5838984,25.77934247,14.34414155
20.58,12.3238984,24.66934247,14.87414155
14.38,10.9538984,19.25934247,13.96414155
17.22,9.673898402,21.67934247,13.76414155
24.07,9.343898402,24.91934247,22.53414155
21.88,9.513898402,24.40934247,21.47414155
22.65,10.2738984,19.25934247,22.61414155
25.17,12.2038984,21.52934247,24.95414155
25.5,14.2838984,22.55934247,26.08414155
26.44,17.6438984,24.88934247,26.51414155
29.06,22.1538984,25.40934247,29.10414155
29.79,27.6538984,28.23934247,30.75414155
17.88,30.5238984,16.69934247,26.69414155
16.32,33.0338984,15.71934247,15.98414155
16.45,34.0138984,16.03934247,16.22414155
17.24,34.1138984,16.87934247,16.82414155
19.98,35.2238984,19.24934247,21.65414155
33.8,36.1238984,33.25934247,34.17414155
37.73,34.3038984,40.35934247,36.80414155
36.18,33.1538984,40.95934247,34.81414155
33.72,30.3038984,35.11934247,32.57414155
32.9,30.1638984,33.79934247,31.46414155
31.74,22.1938984,32.45934247,30.05414155
29.32,15.9138984,29.88934247,28.15414155
27.71,14.0738984,28.67934247,25.90414155
26.69,12.8338984,26.65934247,22.28414155
25.55,12.5238984,25.73934247,14.18414155
23.25,11.4238984,24.60934247,13.84414155
22.56,10.2538984,22.93934247,12.94414155
20.12,10.3238984,22.71934247,12.81414155
19.33,10.7938984,19.18934247,22.22414155
22.77,12.5638984,14.88934247,23.12414155
22.85,15.4438984,12.46934247,23.68414155
19.13,18.2538984,14.12934247,26.04414155
20.61,23.4938984,16.05934247,28.52414155
16.88,27.3338984,15.61934247,29.04414155
18.32,31.4138984,16.11934247,30.20414155
21.35,33.6438984,17.27934247,34.51414155
22.16,34.8438984,18.41934247,35.05414155
18.8,34.3638984,21.01934247,32.41414155
23.6,35.4738984,20.21934247,33.23414155
34.47,35.2338984,36.46934247,34.35414155
36.66,33.9938984,38.03934247,36.01414155
37.03,33.3238984,45.54934247,35.33414155
34.46,30.6838984,42.40934247,33.62414155
30.51,29.2838984,38.91934247,19.39414155
29.1,20.7138984,33.81934247,17.94414155
31.25,15.9638984,31.29934247,28.28414155
27.87,30.5638984,34.23934247,21.54414155
24.71,16.6538984,27.48934247,26.83414155
28.8,16.3638984,29.91934247,28.77414155
30.96,16.2738984,30.93934247,29.14414155
31.54,16.0838984,31.50934247,29.62414155
33.03,16.8738984,32.33934247,32.61414155
33.84,21.4838984,31.31934247,35.00414155
34.55,27.0338984,31.08934247,36.46414155
35.18,33.5838984,18.43934247,38.29414155
40.29,38.3038984,19.27934247,40.48414155
37.79,41.9238984,20.78934247,41.12414155
40.8,46.9638984,23.55934247,43.74414155
42.99,46.5238984,27.67934247,47.75414155
45.47,48.9138984,38.20934247,50.26414155
42.31,49.4638984,35.74934247,48.46414155
44.71,50.2538984,39.33934247,50.50414155
50.9,51.0238984,46.60934247,52.60414155
53.05,50.7438984,52.75934247,52.91414155
54.29,48.3938984,54.01934247,53.85414155
55.84,46.9838984,59.09934247,52.13414155
54.07,43.5938984,56.29934247,50.01414155
51.26,39.0838984,52.45934247,48.91414155
43.57,33.9438984,43.95934247,39.39414155
36.8,25.9038984,38.82934247,32.66414155
32.2,19.0838984,33.13934247,30.86414155
29.61,16.0338984,30.36934247,28.16414155
28.9,14.7338984,28.97934247,27.17414155
28.45,13.6038984,28.09934247,28.00414155
28.81,13.8838984,28.87934247,28.25414155
29.71,15.3138984,29.79934247,29.56414155
29.79,18.5238984,27.26934247,31.65414155
29.83,22.1738984,24.64934247,33.69414155
29.29,27.1838984,17.08934247,35.41414155
30.16,32.5938984,17.02934247,36.99414155
30.48,38.5038984,17.78934247,37.23414155
30.76,45.0238984,18.23934247,38.61414155
29.39,47.0138984,19.13934247,41.13414155
38.52,47.8638984,20.57934247,43.09414155
42.92,48.7238984,19.90934247,44.69414155
41.65,48.8338984,32.21934247,51.74414155
45.71,49.5038984,43.36934247,51.81414155
50.66,49.3738984,46.97934247,56.76414155
57.99,46.9738984,57.53934247,57.93414155
58.16,45.9138984,59.39934247,55.53414155
51.82,43.6838984,57.41934247,49.18414155
46.13,40.7938984,53.85934247,43.90414155
38.25,33.0938984,42.75934247,36.91414155
34.34,26.2138984,37.12934247,32.65414155
30.99,18.7438984,32.45934247,28.87414155
29.42,16.3538984,30.41934247,27.69414155
28.8,15.2838984,29.23934247,27.13414155
28.26,14.0638984,28.18934247,27.88414155
28.17,13.9038984,27.90934247,27.75414155
28.9,15.8638984,28.54934247,28.69414155
30.97,18.7938984,29.77934247,31.48414155
31.25,22.8838984,25.43934247,34.90414155
31.7,28.8938984,24.94934247,36.63414155
